"","ID","Ecosystem","C_rho","C_p","C_Gr"
"2246","Sg_ 725","Seagrass",-0.323529411764706,0.221281258265301,"DEC"
"2247","Sg_ 726","Seagrass",-0.587412587412588,0.0488448583092957,"DEC"
"2248","Sg_ 727","Seagrass",-0.36969696969697,0.295604089197812,"DEC"
"2249","Sg_ 728","Seagrass",0.2,0.783333333333333,"NT"
"2250","Sg_ 729","Seagrass",-0.1,0.95,"NT"
"2251","Sg_ 730","Seagrass",-0.696969696969697,0.0311410954595681,"DEC"
"2252","Sg_ 731","Seagrass",-0.563636363636364,0.0957915691435819,"DEC"
"2253","Sg_ 732","Seagrass",0.116666666666667,0.775628306878307,"NT"
"2254","Sg_ 733","Seagrass",-0.387244740441474,0.239343079848027,"DEC"
"2255","Sg_001","Seagrass",0.00103199174406605,1,"NT"
"2256","Sg_002","Seagrass",-0.892691951896392,0,"DEC"
"2257","Sg_003","Seagrass",-0.908295258975887,2.01322010183069e-14,"DEC"
"2258","Sg_004","Seagrass",-0.924466338259442,4.17207974461558e-07,"DEC"
"2259","Sg_005","Seagrass",-0.837511325883419,0,"DEC"
"2260","Sg_011","Seagrass",-0.522303783173348,0.0137893279768399,"DEC"
"2261","Sg_013","Seagrass",0.441758241758242,0.115791427809696,"INC"
"2262","Sg_016","Seagrass",-0.455674760022586,0.034396192356772,"DEC"
"2263","Sg_018","Seagrass",0.128571428571429,0.577279468868592,"NT"
"2264","Sg_019","Seagrass",-0.570863918690006,0.00635222753894446,"DEC"
"2265","Sg_020","Seagrass",-0.0208921513269339,0.927794840707501,"NT"
"2266","Sg_021","Seagrass",-0.675954592363261,0.00272292359735791,"DEC"
"2267","Sg_022","Seagrass",-0.265934065934066,0.357312105525854,"DEC"
"2268","Sg_023","Seagrass",-0.502941176470588,0.0493466663823501,"DEC"
"2269","Sg_024","Seagrass",-0.235164835164835,0.417483555488169,"DEC"
"2270","Sg_025","Seagrass",-0.643956043956044,0.0153782479962519,"DEC"
"2271","Sg_026","Seagrass",-0.527272727272727,0.100128813234869,"DEC"
"2272","Sg_027","Seagrass",-0.672727272727273,0.0280703042358757,"DEC"
"2273","Sg_028","Seagrass",-0.305494505494505,0.287738239069734,"DEC"
"2274","Sg_029","Seagrass",-0.776223776223776,0.0046598806161296,"DEC"
"2275","Sg_030","Seagrass",-0.498901098901099,0.0721393720843513,"DEC"
"2276","Sg_031","Seagrass",-0.314685314685315,0.319471912561452,"DEC"
"2277","Sg_032","Seagrass",-0.321052631578947,0.179956172835233,"DEC"
"2278","Sg_033","Seagrass",-0.141382868937048,0.574681698421439,"NT"
"2279","Sg_034","Seagrass",-0.602941176470588,0.0120046871861467,"DEC"
"2280","Sg_035","Seagrass",0.336263736263736,0.239828311396307,"INC"
"2281","Sg_036","Seagrass",-0.560714285714286,0.0322794400736741,"DEC"
"2282","Sg_037","Seagrass",0.311274509803922,0.223431412564251,"INC"
"2283","Sg_038","Seagrass",-0.401098901098901,0.175773537360781,"DEC"
"2284","Sg_039","Seagrass",-0.598039215686275,0.0128637407955604,"DEC"
"2285","Sg_040","Seagrass",0.504643962848297,0.0345628106754307,"INC"
"2286","Sg_041","Seagrass",-0.848780487804878,0,"DEC"
"2287","Sg_042","Seagrass",-0.533004926108374,0.00332868450116459,"DEC"
"2288","Sg_043","Seagrass",-0.173348390739695,0.438669033541653,"DEC"
"2289","Sg_044","Seagrass",0.0988034188034188,0.62987992942324,"NT"
"2290","Sg_045","Seagrass",-0.24034188034188,0.235903168089005,"DEC"
"2291","Sg_046","Seagrass",0.25,0.59484126984127,"NT"
"2292","Sg_047","Seagrass",-0.4,0.75,"NT"
"2293","Sg_048","Seagrass",-0.681318681318681,0.012929313408159,"DEC"
"2294","Sg_049","Seagrass",-0.505494505494506,0.081215120725634,"DEC"
"2295","Sg_050","Seagrass",0.181318681318681,0.553621558251875,"NT"
"2296","Sg_051","Seagrass",-0.159340659340659,0.603931204034312,"NT"
"2297","Sg_052","Seagrass",0.153846153846154,0.635139955377586,"NT"
"2298","Sg_053","Seagrass",-0.839160839160839,0.0011918743865398,"DEC"
"2299","Sg_054","Seagrass",-0.692307692307692,0.0158776933220116,"DEC"
"2300","Sg_055","Seagrass",-0.426573426573427,0.168899525405203,"DEC"
"2301","Sg_056","Seagrass",-0.987878787878788,0,"DEC"
"2302","Sg_057","Seagrass",-0.9,0.00202821869488536,"DEC"
"2303","Sg_058","Seagrass",-0.987878787878788,0,"DEC"
"2304","Sg_059","Seagrass",-0.721212121212121,0.0241945875284697,"DEC"
"2305","Sg_060","Seagrass",-0.866666666666667,0.00450837742504409,"DEC"
"2306","Sg_061","Seagrass",-0.857142857142857,0.0107142857142857,"DEC"
"2307","Sg_062","Seagrass",0.754545454545455,0.0104817749990729,"INC"
"2308","Sg_063","Seagrass",-0.654545454545455,0.0338251607875948,"DEC"
"2309","Sg_064","Seagrass",0.672727272727273,0.0280703042358757,"INC"
"2310","Sg_065","Seagrass",-0.190909090909091,0.576257826919622,"NT"
"2311","Sg_066","Seagrass",-0.132867132867133,0.683365534284606,"NT"
"2312","Sg_067","Seagrass",0.755244755244755,0.00659654322080615,"INC"
"2313","Sg_068","Seagrass",-0.845454545454546,0.00207768789039525,"DEC"
"2314","Sg_069","Seagrass",-0.648484848484848,0.0490426316833764,"DEC"
"2315","Sg_070","Seagrass",-0.627272727272727,0.0439890872097469,"DEC"
"2316","Sg_071","Seagrass",-0.172727272727273,0.614426013724972,"NT"
"2317","Sg_072","Seagrass",-0.681818181818182,0.0254755837807706,"DEC"
"2318","Sg_073","Seagrass",-0.281818181818182,0.402135894917861,"DEC"
"2319","Sg_074","Seagrass",-0.79020979020979,0.00361681438239293,"DEC"
"2320","Sg_075","Seagrass",-0.137362637362637,0.656000350185762,"NT"
"2321","Sg_076","Seagrass",-0.72027972027972,0.0110205186889633,"DEC"
"2322","Sg_077","Seagrass",-0.807692307692308,0.00142310156823827,"DEC"
"2323","Sg_078","Seagrass",-0.188811188811189,0.557827775088338,"NT"
"2324","Sg_079","Seagrass",0.10989010989011,0.723248148906413,"NT"
"2325","Sg_080","Seagrass",-0.296969696969697,0.406950227375658,"DEC"
"2326","Sg_081","Seagrass",-0.684848484848485,0.0350915379341638,"DEC"
"2327","Sg_082","Seagrass",-0.976190476190476,0.000396825396825397,"DEC"
"2328","Sg_083","Seagrass",-0.416971916971917,0.0314484686705288,"DEC"
"2329","Sg_084","Seagrass",-0.420020639834881,0.084041952640125,"DEC"
"2330","Sg_086","Seagrass",-0.569330720246042,0.00568255755438502,"DEC"
"2331","Sg_087","Seagrass",-0.54656862745098,0.0251943772063171,"DEC"
"2332","Sg_088","Seagrass",-0.692982456140351,0.00138007987388649,"DEC"
"2333","Sg_092","Seagrass",0,1,"NT"
"2334","Sg_097","Seagrass",-0.781862745098039,0.000321387324684591,"DEC"
"2335","Sg_102","Seagrass",-0.533333333333333,0.147525352733686,"DEC"
"2336","Sg_103","Seagrass",-0.25,0.520634920634921,"NT"
"2337","Sg_104","Seagrass",-0.0918043549622497,0.582318868685502,"NT"
"2338","Sg_106","Seagrass",-0.648976912134807,1.69349061989528e-05,"DEC"
"2339","Sg_107","Seagrass",-0.345454545454545,0.0205989172582847,"DEC"
"2340","Sg_108","Seagrass",-0.464387002674013,0.00216509479276706,"DEC"
"2341","Sg_109","Seagrass",-0.358823529411765,0.172669619646923,"DEC"
"2342","Sg_110","Seagrass",-0.392207792207792,0.0796529614964404,"DEC"
"2343","Sg_111","Seagrass",-0.0676691729323308,0.777083013809517,"NT"
"2344","Sg_112","Seagrass",-0.0959752321981424,0.704776371458584,"NT"
"2345","Sg_113","Seagrass",-0.691176470588235,0.00399876975679217,"DEC"
"2346","Sg_114","Seagrass",-0.317647058823529,0.230177315700709,"DEC"
"2347","Sg_115","Seagrass",-0.592320722755505,0.00435458934095082,"DEC"
"2348","Sg_116","Seagrass",-0.000869565217391304,0.998377695333399,"NT"
"2349","Sg_117","Seagrass",0.0831168831168831,0.71982799939052,"NT"
"2350","Sg_118","Seagrass",-0.267080745341615,0.228602155906375,"DEC"
"2351","Sg_119","Seagrass",-0.786455854858439,8.60040198490771e-06,"DEC"
"2352","Sg_120","Seagrass",-0.862367211896222,1.21880845821008e-07,"DEC"
"2353","Sg_121","Seagrass",-0.907792207792208,3.68463391284893e-06,"DEC"
"2354","Sg_122","Seagrass",-0.85,2.14482626710534e-06,"DEC"
"2355","Sg_123","Seagrass",-0.738916256157635,1.28691647971309e-05,"DEC"
"2356","Sg_124","Seagrass",-0.851538461538462,2.15450677770337e-06,"DEC"
"2357","Sg_125","Seagrass",0.298260869565217,0.156637202518944,"INC"
"2358","Sg_129","Seagrass",0.6,0.241666666666667,"INC"
"2359","Sg_130","Seagrass",0.714285714285714,0.136111111111111,"INC"
"2360","Sg_131","Seagrass",0.6,0.35,"INC"
"2361","Sg_132","Seagrass",0,1,"NT"
"2362","Sg_133","Seagrass",0.3,0.683333333333333,"NT"
"2363","Sg_134","Seagrass",-0.1,0.95,"NT"
"2364","Sg_135","Seagrass",0.9,0.0833333333333333,"INC"
"2365","Sg_136","Seagrass",0.3,0.683333333333333,"NT"
"2366","Sg_137","Seagrass",0.3,0.683333333333333,"NT"
"2367","Sg_138","Seagrass",0.1,0.95,"NT"
"2368","Sg_139","Seagrass",-0.1,0.95,"NT"
"2369","Sg_140","Seagrass",-0.1,0.95,"NT"
"2370","Sg_141","Seagrass",0.485714285714286,0.355555555555556,"INC"
"2371","Sg_142","Seagrass",0.9,0.0833333333333333,"INC"
"2372","Sg_143","Seagrass",0.7,0.233333333333333,"INC"
"2373","Sg_144","Seagrass",0.6,0.35,"INC"
"2374","Sg_145","Seagrass",-0.1,0.95,"NT"
"2375","Sg_146","Seagrass",-0.3,0.683333333333333,"NT"
"2376","Sg_147","Seagrass",0.3,0.683333333333333,"NT"
"2377","Sg_148","Seagrass",0.2,0.783333333333333,"NT"
"2378","Sg_149","Seagrass",0.4,0.516666666666667,"NT"
"2379","Sg_152","Seagrass",-0.7,0.233333333333333,"DEC"
"2380","Sg_153","Seagrass",0.5,0.45,"INC"
"2381","Sg_154","Seagrass",0.6,0.35,"INC"
"2382","Sg_155","Seagrass",0.1,0.95,"NT"
"2383","Sg_156","Seagrass",0.1,0.95,"NT"
"2384","Sg_157","Seagrass",0.5,0.45,"INC"
"2385","Sg_158","Seagrass",-0.6,0.35,"DEC"
"2386","Sg_159","Seagrass",-1,0.0166666666666667,"DEC"
"2387","Sg_160","Seagrass",-0.7,0.233333333333333,"DEC"
"2388","Sg_161","Seagrass",0.7,0.233333333333333,"INC"
"2389","Sg_162","Seagrass",-0.6,0.35,"DEC"
"2390","Sg_163","Seagrass",0.1,0.95,"NT"
"2391","Sg_164","Seagrass",-0.9,0.0833333333333333,"DEC"
"2392","Sg_165","Seagrass",-0.5,0.45,"DEC"
"2393","Sg_166","Seagrass",-0.9,0.0833333333333333,"DEC"
"2394","Sg_167","Seagrass",-0.9,0.0833333333333333,"DEC"
"2395","Sg_168","Seagrass",-1,0.0166666666666667,"DEC"
"2396","Sg_169","Seagrass",-1,0.0166666666666667,"DEC"
"2397","Sg_170","Seagrass",-0.49331550802139,0.00392711615299949,"DEC"
"2398","Sg_172","Seagrass",0.75494071146245,7.52505266229162e-05,"INC"
"2399","Sg_173","Seagrass",0.366416510318949,0.0206091451993775,"INC"
"2400","Sg_174","Seagrass",-0.253658536585366,0.114193077338032,"DEC"
"2401","Sg_175","Seagrass",0.721343873517787,0.000155593987287277,"INC"
"2402","Sg_177","Seagrass",-0.203418803418803,0.31740959073215,"DEC"
"2403","Sg_178","Seagrass",-0.58498023715415,0.00397617207120051,"DEC"
"2404","Sg_179","Seagrass",-0.705596669750231,1.33307721798714e-07,"DEC"
"2405","Sg_180","Seagrass",-0.845614035087719,0,"DEC"
"2406","Sg_181","Seagrass",-0.743205574912892,2.07120416721707e-07,"DEC"
"2407","Sg_185","Seagrass",-0.524562394127612,0.0133305321136487,"DEC"
"2408","Sg_186","Seagrass",0.4,0.012156658290191,"INC"
"2409","Sg_187","Seagrass",-0.408695652173913,0.0484502982946423,"DEC"
"2410","Sg_188","Seagrass",0.100072927639575,0.527050553027915,"NT"
"2411","Sg_189","Seagrass",-0.225296442687747,0.299884025867202,"DEC"
"2412","Sg_190","Seagrass",-0.194615384615385,0.349597616404981,"DEC"
"2413","Sg_191","Seagrass",-0.190656284760845,0.311476397306338,"DEC"
"2414","Sg_192","Seagrass",0.624446142093201,0.000111539720009418,"INC"
"2415","Sg_193","Seagrass",-0.647290640394089,0.000207197030819937,"DEC"
"2416","Sg_194","Seagrass",0.0689655172413793,0.726583665457279,"NT"
"2417","Sg_195","Seagrass",0.061950146627566,0.735516002644775,"NT"
"2418","Sg_198","Seagrass",-0.521200750469043,0.000671771938574358,"DEC"
"2419","Sg_199","Seagrass",-0.359230769230769,0.0784727838058179,"DEC"
"2420","Sg_200","Seagrass",0.34,0.104444039982917,"INC"
"2421","Sg_201","Seagrass",-0.854750572889124,0,"DEC"
"2422","Sg_202","Seagrass",-0.288098625105454,0.231654989857384,"DEC"
"2423","Sg_203","Seagrass",-0.296969696969697,0.406950227375658,"DEC"
"2424","Sg_204","Seagrass",0.212400605735115,0.413102561463095,"INC"
"2425","Sg_205","Seagrass",-0.303034358725141,0.253913534408784,"DEC"
"2426","Sg_206","Seagrass",0.282460869498487,0.400025625940467,"INC"
"2427","Sg_207","Seagrass",0.159453716652372,0.63956242608364,"NT"
"2428","Sg_208","Seagrass",0.795156113928755,0.000675081323450304,"INC"
"2429","Sg_209","Seagrass",-0.151815273384792,0.604388410669947,"NT"
"2430","Sg_210","Seagrass",0.250570126168013,0.457385226153353,"INC"
"2431","Sg_211","Seagrass",-0.239714158163776,0.389505609128366,"DEC"
"2432","Sg_212","Seagrass",0.33272002401281,0.191925767532924,"INC"
"2433","Sg_213","Seagrass",0.295914078412158,0.233159217811779,"INC"
"2434","Sg_214","Seagrass",-0.036923419504085,0.888114752630692,"NT"
"2435","Sg_224","Seagrass",-0.866921446863011,0.0115355494613989,"DEC"
"2436","Sg_227","Seagrass",0.230630630630631,0.175423029649696,"INC"
"2437","Sg_229","Seagrass",0.441699604743083,0.0360785449976248,"INC"
"2438","Sg_230","Seagrass",-0.00659340659340659,0.987912886056802,"NT"
"2439","Sg_231","Seagrass",-0.923076923076923,0,"DEC"
"2440","Sg_232","Seagrass",-0.428571428571429,0.145930216094455,"DEC"
"2441","Sg_233","Seagrass",-0.888111888111888,9.16586173281696e-05,"DEC"
"2442","Sg_234","Seagrass",-0.692307692307692,0.0158776933220116,"DEC"
"2443","Sg_235","Seagrass",-0.545454545454546,0.0706789050614176,"DEC"
"2444","Sg_236","Seagrass",-0.923076923076923,0,"DEC"
"2445","Sg_237","Seagrass",-0.920879120879121,0,"DEC"
"2446","Sg_238","Seagrass",-0.713286713286713,0.0121143948815955,"DEC"
"2447","Sg_239","Seagrass",-0.685314685314685,0.0173050234870596,"DEC"
"2448","Sg_240","Seagrass",-0.478787878787879,0.166058037179348,"DEC"
"2449","Sg_241","Seagrass",-0.435764531654943,0.000121669424378415,"DEC"
"2450","Sg_242","Seagrass",0.952380952380953,0.00114087301587302,"INC"
"2451","Sg_243","Seagrass",-0.142857142857143,0.75203373015873,"NT"
"2452","Sg_244","Seagrass",0.352172799453599,0.0108150014795934,"INC"
"2453","Sg_245","Seagrass",0.964285714285714,0.00277777777777778,"INC"
"2454","Sg_246","Seagrass",-1,0.0166666666666667,"DEC"
"2455","Sg_247","Seagrass",-0.444716351501668,0.0145662795041859,"DEC"
"2456","Sg_249","Seagrass",0.257142857142857,0.658333333333333,"NT"
"2457","Sg_250","Seagrass",-0.115897435897436,0.571434413759297,"NT"
"2458","Sg_251","Seagrass",-0.428571428571428,0.353571428571429,"DEC"
"2459","Sg_252","Seagrass",-0.321052631578947,0.179956172835233,"DEC"
"2460","Sg_254","Seagrass",-0.142857142857143,0.802777777777778,"NT"
"2461","Sg_255","Seagrass",-0.829670329670329,1.71463436134159e-06,"DEC"
"2462","Sg_256","Seagrass",-0.857142857142857,0.0238095238095238,"DEC"
"2463","Sg_257","Seagrass",-0.642857142857143,0.138888888888889,"DEC"
"2464","Sg_261","Seagrass",-0.496442255062945,0.0078793040504147,"DEC"
"2465","Sg_262","Seagrass",-0.0714285714285714,0.906349206349206,"NT"
"2466","Sg_263","Seagrass",0.917857142857143,0,"INC"
"2467","Sg_267","Seagrass",-0.0435938945420907,0.770506948605545,"NT"
"2468","Sg_268","Seagrass",-0.464285714285714,0.302380952380952,"DEC"
"2469","Sg_269","Seagrass",-0.0476190476190476,0.934871031746032,"NT"
"2470","Sg_270","Seagrass",-0.40295566502463,0.0310777637622544,"DEC"
"2471","Sg_271","Seagrass",0.571428571428572,0.151140873015873,"INC"
"2472","Sg_272","Seagrass",0.30952380952381,0.461805555555556,"INC"
"2473","Sg_279","Seagrass",-0.144292549555707,0.287825674445896,"DEC"
"2474","Sg_280","Seagrass",-0.629417094533374,9.98506292564985e-06,"DEC"
"2475","Sg_281","Seagrass",-0.720779220779221,0.00033715980351334,"DEC"
"2476","Sg_282","Seagrass",-0.694559099437148,1.60196260764851e-06,"DEC"
"2477","Sg_283","Seagrass",0.142857142857143,0.802777777777778,"NT"
"2478","Sg_284","Seagrass",0.2,0.713888888888889,"NT"
"2479","Sg_285","Seagrass",0.374613003095975,0.126305597300531,"INC"
"2480","Sg_286","Seagrass",0.00490196078431373,0.988686983859535,"NT"
"2481","Sg_287","Seagrass",0.0602910602910603,0.718355361791024,"NT"
"2482","Sg_288","Seagrass",-0.0357142857142857,0.963492063492064,"NT"
"2483","Sg_289","Seagrass",-0.428571428571428,0.353571428571429,"DEC"
"2484","Sg_291","Seagrass",-0.568916619398752,0.000111981422434523,"DEC"
"2485","Sg_292","Seagrass",0.214285714285714,0.661507936507936,"NT"
"2486","Sg_293","Seagrass",0.714285714285714,0.0575892857142857,"INC"
"2487","Sg_294","Seagrass",-0.35320197044335,0.0608462656182955,"DEC"
"2488","Sg_298","Seagrass",-0.327346041055718,0.0679180608011414,"DEC"
"2489","Sg_299","Seagrass",-0.119047619047619,0.793005952380952,"NT"
"2490","Sg_300","Seagrass",0.828571428571429,0.0583333333333333,"INC"
"2491","Sg_301","Seagrass",-0.765054528212423,3.75603457556548e-07,"DEC"
"2492","Sg_302","Seagrass",-0.214285714285714,0.661507936507936,"NT"
"2493","Sg_303","Seagrass",0.714285714285714,0.0575892857142857,"INC"
"2494","Sg_307","Seagrass",-0.783333333333333,0.0172233245149912,"DEC"
"2495","Sg_308","Seagrass",-0.952380952380953,0.00114087301587302,"DEC"
"2496","Sg_309","Seagrass",-0.286923076923077,0.163981523106155,"DEC"
"2497","Sg_310","Seagrass",-0.520387700534759,0.00218974071270564,"DEC"
"2498","Sg_311","Seagrass",-0.883563804616436,0,"DEC"
"2499","Sg_312","Seagrass",-0.775137362637363,0,"DEC"
"2500","Sg_313","Seagrass",-0.0324886877828054,0.82055319744477,"NT"
"2501","Sg_314","Seagrass",-0.884048027444254,0,"DEC"
"2502","Sg_315","Seagrass",-0.782653167727795,0,"DEC"
"2503","Sg_316","Seagrass",-0.920588235294118,0,"DEC"
"2504","Sg_317","Seagrass",-0.802197802197802,0.00162431011657345,"DEC"
"2505","Sg_318","Seagrass",-0.1,0.775664871585324,"NT"
"2506","Sg_319","Seagrass",0.563636363636364,0.0759390758518602,"INC"
"2507","Sg_320","Seagrass",-0.880701754385965,0,"DEC"
"2508","Sg_321","Seagrass",-0.789285714285714,0.000744890254855629,"DEC"
"2509","Sg_322","Seagrass",-0.0392857142857143,0.892928362903675,"NT"
"2510","Sg_323","Seagrass",-0.722077922077922,0.000325062535623683,"DEC"
"2511","Sg_324","Seagrass",0.794518963922294,0,"INC"
"2512","Sg_325","Seagrass",0.110588235294118,0.438635513980841,"INC"
"2513","Sg_326","Seagrass",-0.781887150308203,2.48968705776493e-07,"DEC"
"2514","Sg_328","Seagrass",-0.836945304437564,1.30094895912285e-06,"DEC"
"2515","Sg_330","Seagrass",-0.737582126521442,0.000476803777692749,"DEC"
"2516","Sg_331","Seagrass",-0.646749680706107,0.00276629445703888,"DEC"
"2517","Sg_332","Seagrass",-0.761904761904762,0.0367559523809524,"DEC"
"2518","Sg_333","Seagrass",-0.842776735459662,0,"DEC"
"2519","Sg_334","Seagrass",-0.673790322580645,5.0460152105708e-05,"DEC"
"2520","Sg_335","Seagrass",-0.733333333333333,0.0311232363315697,"DEC"
"2521","Sg_336","Seagrass",-0.9,0.0833333333333333,"DEC"
"2522","Sg_337","Seagrass",-0.796724616754452,0.0101562798623878,"DEC"
"2523","Sg_338","Seagrass",0.5,0.45,"INC"
"2524","Sg_339","Seagrass",-1,0.0166666666666667,"DEC"
"2525","Sg_340","Seagrass",-0.3,0.683333333333333,"NT"
"2526","Sg_342","Seagrass",0.5,0.45,"INC"
"2527","Sg_343","Seagrass",0.8,0.133333333333333,"INC"
"2528","Sg_344","Seagrass",-0.2,0.783333333333333,"NT"
"2529","Sg_345","Seagrass",0.8,0.133333333333333,"INC"
"2530","Sg_346","Seagrass",-0.1,0.95,"NT"
"2531","Sg_347","Seagrass",0.9,0.0833333333333333,"INC"
"2532","Sg_348","Seagrass",0.7,0.233333333333333,"INC"
"2533","Sg_350","Seagrass",-0.8,0.133333333333333,"DEC"
"2534","Sg_351","Seagrass",-0.9,0.0833333333333333,"DEC"
"2535","Sg_352","Seagrass",-1,0.0166666666666667,"DEC"
"2536","Sg_353","Seagrass",-0.9,0.0833333333333333,"DEC"
"2537","Sg_354","Seagrass",-0.9,0.0833333333333333,"DEC"
"2538","Sg_355","Seagrass",-0.0357142857142857,0.963492063492064,"NT"
"2539","Sg_356","Seagrass",-0.178571428571429,0.713095238095238,"NT"
"2540","Sg_357","Seagrass",0,1,"NT"
"2541","Sg_358","Seagrass",-0.785714285714285,0.048015873015873,"DEC"
"2542","Sg_359","Seagrass",-0.75,0.0662698412698413,"DEC"
"2543","Sg_360","Seagrass",-0.0285714285714286,1,"NT"
"2544","Sg_361","Seagrass",-0.964285714285714,0.00277777777777778,"DEC"
"2545","Sg_362","Seagrass",-0.0857142857142857,0.919444444444444,"NT"
"2546","Sg_363","Seagrass",-0.9,0.0833333333333333,"DEC"
"2547","Sg_364","Seagrass",0.828571428571429,0.0583333333333333,"INC"
"2548","Sg_365","Seagrass",1,0.000396825396825397,"INC"
"2549","Sg_366","Seagrass",0.892857142857143,0.0123015873015873,"INC"
"2550","Sg_367","Seagrass",0.0714285714285714,0.906349206349206,"NT"
"2551","Sg_368","Seagrass",0.535714285714286,0.235714285714286,"INC"
"2552","Sg_369","Seagrass",0.485714285714286,0.355555555555556,"INC"
"2553","Sg_370","Seagrass",0.678571428571428,0.10952380952381,"INC"
"2554","Sg_371","Seagrass",0.142857142857143,0.782539682539683,"NT"
"2555","Sg_372","Seagrass",-0.785714285714285,0.048015873015873,"DEC"
"2556","Sg_373","Seagrass",0.321428571428571,0.497619047619048,"INC"
"2557","Sg_374","Seagrass",0.107142857142857,0.83968253968254,"NT"
"2558","Sg_375","Seagrass",0.214285714285714,0.661507936507936,"NT"
"2559","Sg_376","Seagrass",0.4,0.516666666666667,"NT"
"2560","Sg_377","Seagrass",-0.8,0.133333333333333,"DEC"
"2561","Sg_378","Seagrass",0.8,0.133333333333333,"INC"
"2562","Sg_379","Seagrass",0.1,0.95,"NT"
"2563","Sg_380","Seagrass",0.1,0.95,"NT"
"2564","Sg_382","Seagrass",-0.6,0.35,"DEC"
"2565","Sg_383","Seagrass",-1,0.0166666666666667,"DEC"
"2566","Sg_384","Seagrass",-0.9,0.0833333333333333,"DEC"
"2567","Sg_385","Seagrass",-0.9,0.0833333333333333,"DEC"
"2568","Sg_386","Seagrass",-0.5,0.45,"DEC"
"2569","Sg_387","Seagrass",-1,0.0166666666666667,"DEC"
"2570","Sg_388","Seagrass",0,1,"NT"
"2571","Sg_389","Seagrass",-1,0.0166666666666667,"DEC"
"2572","Sg_390","Seagrass",-0.7,0.233333333333333,"DEC"
